,State,County,Abbreviation
821,South Carolina,Darlington,SC
822,South Carolina,Edgefield,SC
823,South Carolina,Florence,SC
824,South Carolina,Georgetown,SC
825,South Carolina,Greenville,SC
826,South Carolina,Lexington,SC
827,South Carolina,Oconee,SC
828,South Carolina,Pickens,SC
829,South Carolina,Richland,SC
830,South Carolina,Spartanburg,SC
831,South Carolina,York,SC
832,South Dakota,Brookings,
833,South Dakota,Brown,
834,South Dakota,Codington,
835,South Dakota,Custer,
836,South Dakota,Jackson,
837,South Dakota,Meade,
838,South Dakota,Minnehaha,
839,South Dakota,Pennington,
840,South Dakota,Union,
841,Tennessee,Anderson,TN
842,Tennessee,Blount,TN
843,Tennessee,Claiborne,TN
844,Tennessee,Davidson,TN
845,Tennessee,DeKalb,TN
846,Tennessee,Dyer,TN
847,Tennessee,Hamilton,TN
848,Tennessee,Jefferson,TN
849,Tennessee,Knox,TN
850,Tennessee,Lawrence,TN
851,Tennessee,Loudon,TN
852,Tennessee,Madison,TN
853,Tennessee,Maury,TN
854,Tennessee,McMinn,TN
855,Tennessee,Montgomery,TN
856,Tennessee,Putnam,TN
857,Tennessee,Roane,TN
858,Tennessee,Sevier,TN
859,Tennessee,Shelby,TN
860,Tennessee,Sullivan,TN
861,Tennessee,Sumner,TN
862,Tennessee,Union,TN
863,Tennessee,Williamson,TN
864,Tennessee,Wilson,TN
865,Texas,Bell,TX
866,Texas,Bexar,TX
867,Texas,Bowie,TX
868,Texas,Brazoria,TX
869,Texas,Brewster,TX
870,Texas,Cameron,TX
871,Texas,Collin,TX
872,Texas,Culberson,TX
873,Texas,Dallas,TX
874,Texas,Denton,TX
875,Texas,Ector,TX
876,Texas,El Paso,TX
877,Texas,Ellis,TX
878,Texas,Fayette,TX
879,Texas,Galveston,TX
880,Texas,Gregg,TX
881,Texas,Harris,TX
882,Texas,Harrison,TX
883,Texas,Hidalgo,TX
884,Texas,Hood,TX
885,Texas,Hunt,TX
886,Texas,Jefferson,TX
887,Texas,Johnson,TX
888,Texas,Kaufman,TX
889,Texas,Kleberg,TX
890,Texas,Lubbock,TX
891,Texas,Maverick,TX
892,Texas,McLennan,TX
893,Texas,Montgomery,TX
894,Texas,Navarro,TX
895,Texas,Nueces,TX
896,Texas,Orange,TX
897,Texas,Parker,TX
898,Texas,Polk,TX
899,Texas,Potter,TX
