,State,County,Abbreviation
300,Indiana,Vigo,IN
301,Indiana,Wabash,IN
302,Indiana,Warrick,IN
303,Indiana,Wayne,IN
304,Indiana,Whitley,IN
305,Iowa,Black Hawk,IA
306,Iowa,Bremer,IA
307,Iowa,Cerro Gordo,IA
308,Iowa,Clinton,IA
309,Iowa,Delaware,IA
310,Iowa,Harrison,IA
311,Iowa,Johnson,IA
312,Iowa,Lee,IA
313,Iowa,Linn,IA
314,Iowa,Montgomery,IA
315,Iowa,Muscatine,IA
316,Iowa,Palo Alto,IA
317,Iowa,Polk,IA
318,Iowa,Pottawattamie,IA
319,Iowa,Scott,IA
320,Iowa,Story,IA
321,Iowa,Van Buren,IA
322,Iowa,Warren,IA
323,Iowa,Woodbury,IA
324,Kansas,Chase,KS
325,Kansas,Ford,KS
326,Kansas,Johnson,KS
327,Kansas,Leavenworth,KS
328,Kansas,Linn,KS
329,Kansas,Neosho,KS
330,Kansas,Sedgwick,KS
331,Kansas,Shawnee,KS
332,Kansas,Sherman,KS
333,Kansas,Sumner,KS
334,Kansas,Trego,KS
335,Kansas,Wyandotte,KS
336,Kentucky,Bell,KY
337,Kentucky,Boone,KY
338,Kentucky,Boyd,KY
339,Kentucky,Bullitt,KY
340,Kentucky,Campbell,KY
341,Kentucky,Carter,KY
342,Kentucky,Christian,KY
343,Kentucky,Daviess,KY
344,Kentucky,Edmonson,KY
345,Kentucky,Fayette,KY
346,Kentucky,Greenup,KY
347,Kentucky,Hancock,KY
348,Kentucky,Hardin,KY
349,Kentucky,Henderson,KY
350,Kentucky,Jefferson,KY
351,Kentucky,Jessamine,KY
352,Kentucky,Livingston,KY
353,Kentucky,Madison,KY
354,Kentucky,Marshall,KY
355,Kentucky,McCracken,KY
356,Kentucky,Morgan,KY
357,Kentucky,Oldham,KY
358,Kentucky,Perry,KY
359,Kentucky,Pike,KY
360,Kentucky,Pulaski,KY
361,Kentucky,Simpson,KY
362,Kentucky,Trigg,KY
363,Kentucky,Warren,KY
364,Kentucky,Washington,KY
365,Louisiana,Ascension,LA
366,Louisiana,Bossier,LA
367,Louisiana,Caddo,LA
368,Louisiana,Calcasieu,LA
369,Louisiana,East Baton Rouge,LA
370,Louisiana,Iberville,LA
371,Louisiana,Jefferson,LA
372,Louisiana,Lafayette,LA
373,Louisiana,Lafourche,LA
374,Louisiana,Livingston,LA
375,Louisiana,Orleans,LA
376,Louisiana,Ouachita,LA
377,Louisiana,Pointe Coupee,LA
378,Louisiana,Rapides,LA
379,Louisiana,St. Bernard,LA
380,Louisiana,St. Charles,LA
381,Louisiana,St. James,LA
382,Louisiana,St. John the Baptist,LA
383,Louisiana,St. Tammany,LA
384,Louisiana,Tangipahoa,LA
385,Louisiana,Terrebonne,LA
386,Louisiana,West Baton Rouge,LA
387,Maine,Androscoggin,ME
388,Maine,Aroostook,ME
389,Maine,Cumberland,ME
390,Maine,Hancock,ME
391,Maine,Kennebec,ME
392,Maine,Knox,ME
393,Maine,Oxford,ME
394,Maine,Penobscot,ME
395,Maine,Sagadahoc,ME
396,Maine,Washington,ME
397,Maine,York,ME
398,Maryland,Anne Arundel,MD
399,Maryland,Baltimore,MD
