Year,State,County,Total Emissions,CO2,Methane,Nitrous Oxide,HFC,PFC,SF6,NF3,Other Fluorane,HFE,Short Lived Compounds,Other GHG,Biogenic CO2,Stationary Combustion
2010,alabama,coosa,82532.21,82445.78,38.75,47.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82532.21
2010,alabama,covington,1155369.12,1154196.4,535.0,637.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,alabama,cullman,77549.78,77464.1,38.0,47.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77549.78
2010,alabama,dallas,456731.856,430519.8,9964.5,16247.555999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095704.3,211839.196
2010,alabama,dekalb,382547.0,9.5,382537.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
2010,alabama,elmore,110132.5,0.0,110132.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,alabama,escambia,486766.10599999997,351031.69999999995,118458.75,17275.656000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148418.0,291500.59599999996
2010,alabama,etowah,334628.608,331867.3,1011.75,1749.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3133.4,1302.296
2010,alabama,greene,2635031.66,2614260.8,7600.75,13170.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,alabama,houston,183475.0,0.0,183475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,alabama,jackson,6145766.522,6076322.4,31735.5,37708.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573038.0,130271.922
2010,alabama,jefferson,25958655.09,25248203.7,604235.25,106216.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10957.2,3666084.14
2010,alabama,lamar,80843.276,80836.7,3.0,3.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6247.976
2010,alabama,lauderdale,36567.612,36529.8,17.25,20.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36567.612
2010,alabama,lawrence,518992.566,450936.7,36805.5,31250.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1950371.1,371264.094
2010,alabama,lee,3046011.0623,2934048.3,110341.0463,1621.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,alabama,lowndes,334775.756,334434.9,155.5,185.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32572.276
2010,alabama,madison,94325.576,89887.0,1753.0,2685.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115675.0,94325.576
2010,alabama,marengo,841010.098,813773.33,9463.75,17773.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029893.0,456379.198
2010,alabama,marion,28749.996,28721.5,13.0,15.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27638.796
2010,alabama,marshall,24989.756,24964.0,11.75,14.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24989.756
2010,alabama,mobile,14350405.798065001,14224808.383047998,71165.501175,54431.913842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,795440.2,2352780.40419
2010,alabama,monroe,167258.268,105168.0,21483.0,40607.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2645831.0,34146.038
2010,alabama,montgomery,368457.924,211754.4,156684.75,18.773999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31896.023999999998
2010,alabama,morgan,4603041.4120000005,4483476.100000001,108378.0,4453.311999999999,6734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7604.6,1207232.652
2010,alabama,pike,222907.412,182531.3,40363.0,13.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23117.412
2010,alabama,randolph,169544.53,169369.42,79.75,95.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169544.53
2010,alabama,russell,455893.78800000006,408957.9,16888.25,30047.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020685.4,229355.45
2010,alabama,saint clair,497522.396,432442.0,63783.5,1296.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20352.0,156124.896
2010,alabama,shelby,12999467.306000002,12842171.5,103351.25,53944.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404316.2480000001
2010,alabama,st. clair,97335.0,0.0,97335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,alabama,sumter,65620.81,65095.3,191.75,333.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65620.81
2010,alabama,talladega,545068.09,531944.0,4532.75,8591.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395738.0,487696.33
2010,alabama,tallapoosa,930565.848,929620.0,431.5,514.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4522.932
2010,alabama,tuscaloosa,1064344.444,745391.2,318557.5,395.7439999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485006.43
2010,alabama,walker,6681974.466,6628436.0,19583.75,33954.716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
2010,alabama,washington,4198782.114,4179316.0,1245.5,18220.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126229.82400000001
2010,alabama,wilcox,248966.99,217107.2,11527.25,20332.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1345149.5,178792.66
2010,alaska,aleutians east,36932.576,36786.9,45.25,100.426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5737.6,36932.576
2010,alaska,aleutians west,28052.472,27950.0,31.25,71.222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7993.8,28052.472
2010,alaska,anchorage,1326254.156,1324861.4,633.75,759.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.8,1326254.156
2010,alaska,anchorage municipality,1193105.4779999997,729526.2999999999,463114.0,465.17800000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,730352.9779999999
2010,alaska,denali,368611.126,366613.8,317.5,1679.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368611.126
2010,alaska,fairbanks north star,765316.6860000001,695008.1,68220.5,2088.0860000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698067.586
2010,alaska,fairbanks north star borough,1095163.014,1086460.1,3378.25,5324.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1094853.014
2010,alaska,kenai peninsula,947394.428,883228.5000000001,63812.5,353.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,774435.668
2010,alaska,kenai peninsula borough,491360.686,490851.19999999995,231.75,277.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491360.686
2010,alaska,matanuska-susitna borough,5252.58,5247.1,2.5,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5252.58
2010,alaska,north slope,9263794.032,9254204.6,4371.75,5217.682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.0,9263794.032
2010,alaska,north slope borough,1749013.8220000002,1746670.6,1191.75,1151.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.8,1747509.902
2010,alaska,northwest arctic,146813.066,146307.6,150.25,355.216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146813.066
2010,alaska,valdez cordova,127694.54000000001,127105.5,371.5,217.54000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124023.19200000001
2010,arizona,apache,17081533.786,16948496.2,48850.5,84187.08600000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146888.448
2010,arizona,cochise,2954024.684,2301230.9,44.75,652749.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20050.314
2010,arizona,coconino,16615293.342,16398974.5,133458.75,82860.09199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252655.058
2010,arizona,gila,154650.668,154491.2,72.75,86.71799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154650.668
2010,arizona,graham,80116.538,80031.8,38.25,46.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80116.538
2010,arizona,greenlee,26082.552,26055.7,12.25,14.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26082.552
2010,arizona,la paz,99814.4246,60268.9,39511.5526,33.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60331.372
2010,arizona,maricopa,10543434.665267998,9900324.522611,637567.012175,5543.130482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22525.0,380470.309718
2010,arizona,mohave,1424840.366,1423392.2999999998,660.75,787.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123229.33799999999
2010,arizona,navajo,8291906.3848749995,8222633.5,27599.968875,41672.916000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753135.35
2010,arizona,pima,1539538.6900000002,1406337.0999999999,129601.75,3599.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10487.9,319958.11199999996
2010,arizona,pinal,856646.4056749999,628459.8,227838.243675,348.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27961.294
2010,arizona,yavapai,1110455.491273,1022945.069198,85490.652575,2019.7695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415958.625298
2010,arizona,yuma,450527.681675,344396.6,105937.083675,193.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97184.616
2010,arkansas,arkansas,31037.1,28922.0,826.25,1288.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120074.0,31037.1
2010,arkansas,ashley,360930.868,312762.2,17455.0,30713.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2061359.2,297692.274
2010,arkansas,baxter,52209.0,9.0,52200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2010,arkansas,benton,3553692.2939999998,3525942.5,10152.0,17597.793999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16135.34
2010,arkansas,carroll,30747.584,30715.8,14.5,17.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30747.584
2010,arkansas,cleburne,123601.38399999999,123473.7,58.25,69.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123601.38399999999
2010,arkansas,columbia,83600.95,83520.0,36.25,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83600.95
2010,arkansas,conway,293796.4,276186.6,6367.75,11242.050000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758200.0,262643.806
2010,arkansas,craighead,166493.58599999998,88472.79999999999,77974.0,46.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39981.195999999996
2010,arkansas,crawford,25410.25,25383.1,12.25,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25410.25
2010,arkansas,crittenden,62139.0,0.0,62139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,arkansas,desha,166095.16,151605.9,4321.5,10167.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521407.6,126404.416
2010,arkansas,faulkner,140299.322,34068.0,106212.25,19.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34103.072
2010,arkansas,franklin,44597.392,44554.1,19.75,23.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.196
2010,arkansas,garland,10814.86,10803.9,5.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10814.86
2010,arkansas,greene,77565.25,0.0,77565.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,arkansas,hempstead,48796.584,48737.4,27.0,32.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.896
2010,arkansas,hot spring,1245877.666,1244609.2,578.0,690.4659999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104887.094
2010,arkansas,howard,56835.75,0.0,56835.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,arkansas,independence,12036178.104,11944450.8,33565.75,58161.554000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,358733.602
2010,arkansas,jackson,48243.452,48216.6,12.25,14.602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25801.252
2010,arkansas,jefferson,12071331.415475,11741115.999999998,249666.909475,80548.506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620769.4,330742.468
2010,arkansas,lafayette,79145.456,79064.9,36.75,43.806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,24638.508
2010,arkansas,little river,1352765.72,1307774.0,15559.75,29431.969999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437471.1,614217.112
2010,arkansas,logan,58425.18,58364.9,27.5,32.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58425.18
2010,arkansas,miller,62443.484,62386.7,39.5,17.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62443.484
2010,arkansas,mississippi,3337629.4220000003,3257232.3,70104.5,10292.622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351365.56
2010,arkansas,ouachita,135728.822,135575.2,67.5,86.122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2436.44
2010,arkansas,phillips,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4
2010,arkansas,prairie,105270.0,0.0,105270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,arkansas,pulaski,504694.670775,265069.8,239471.996775,152.87400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22804.0,30624.436
2010,arkansas,randolph,60567.48,60506.2,28.5,32.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60567.48
2010,arkansas,saint francis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,arkansas,saline,127770.015075,18944.3,108788.167075,37.548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18990.847999999998
2010,arkansas,sebastian,229994.266,119210.8,110726.25,57.215999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101951.516
2010,arkansas,sharp,70330.35,21.1,70309.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1
2010,arkansas,union,3794078.13,3287211.0999999996,61138.0,445729.02999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441352.414
2010,arkansas,van buren,386683.996,386285.60000000003,181.75,216.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386683.996
2010,arkansas,washington,306752.581827,135066.30370400002,171610.317625,75.960498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,55651.029052
2010,arkansas,white,441558.67799999996,441101.30000000005,208.25,249.12800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441558.67799999996
2010,arkansas,woodruff,26673.718,26628.6,18.0,27.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2091.092
2010,arkansas,yell,128414.879975,0.0,128414.879975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,california,,382829.456,382596.3,92.5,140.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382829.456
2010,california,alameda,628525.666509,246610.21609,381540.692175,374.758244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49073.996479,225516.38095899997
2010,california,butte,8162.5,0.0,8162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,california,colusa,198668.51223065873,198466.10548158002,92.47479428774,109.93195479098607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101437.82388525154
2010,california,contra costa,20228282.831475265,20024235.817473363,177103.16792179167,26943.846080114286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11744.167734,9111492.672695681
2010,california,fresno,1533326.028,1411106.2,105349.75,16870.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4579.6,891897.7440000001
2010,california,humboldt,336567.2397829796,336199.997308,161.9490035,205.29347147958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64326.72985845238
2010,california,imperial,526150.1279999999,525156.3,402.0,591.8280000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161304.13
2010,california,kern,21087704.552,20933182.6,136716.75,17805.202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78049.5,14578609.920000002
2010,california,kings,522895.4357056608,407671.646552,113986.083537619,1237.705616041848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388949.5727556608
2010,california,lake,40563.0,0.0,40563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,california,los angeles,26761306.646792997,24812046.16523,1900822.643425,48437.83813800001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1186816.7,11588777.627243
2010,california,madera,132399.436,114327.2,18018.0,54.236000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96582.83600000001
2010,california,marin,207598.376061,41.956195,207556.3999,0.019966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.992786
2010,california,mendocino,26214.25,0.0,26214.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,california,merced,318788.312,292358.0,25888.25,542.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74261.0,293363.312
2010,california,monterey,2826678.0179999997,2663958.8000000003,161179.75,1539.468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16234.0,781503.05
2010,california,napa,68418.25,0.0,68418.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,california,orange,1891416.13,788935.2000000001,1101837.25,643.6800000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191275.25199999998
2010,california,placer,255491.64,205008.4,50370.0,113.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2010,california,riverside,2098390.056,1854079.3,243216.5,1094.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21181.8,1035.278
2010,california,sacramento,2533334.936,2324601.1,207167.25,1566.5859999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97768.1,68926.82800000001
2010,california,san benito,11485.0,0.0,11485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010,california,san bernardino,10501203.981547907,10095806.288017001,384675.69818270474,20721.995348202465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50966.0,3750609.203547907
2010,california,san diego,3863521.7118000006,3308347.1,553335.6538,1838.9579999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,842715.165
2010,california,san francisco,500099.676,499587.0,233.45,279.226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248240.06
2010,california,san joaquin,962619.392,728123.6,230970.75,3525.0419999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63327.299999999996,684689.432
2010,california,san luis obispo,367151.98600000003,331519.0,34908.25,724.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12691.2,272585.848
2010,california,san mateo,237413.20799999998,37651.8,199740.25,21.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37690.708
2010,california,santa barbara,519974.996,387269.39999999997,132481.5,224.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385479.996
2010,california,santa clara,2912029.431353,2525691.048641,383989.91355,2348.469162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11206.9,815540.3720280001
2010,california,santa cruz,134602.934,30893.4,103692.25,17.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30925.184
2010,california,shasta,278282.468675,242371.89999999997,35569.954675,340.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6011.8,114726.648
2010,california,solano,3050589.035985923,2737089.3929859228,307370.975,6128.668000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789.0,1105892.555
2010,california,sonoma,152836.946,0.0,152702.25,134.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37350.6,192.196
2010,california,stanislaus,1343599.544,1241485.6,98432.75,3681.194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144132.0,324466.27999999997
2010,california,sutter,1031907.256,1030854.0,480.5,572.7560000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301606.264
2010,california,tehama,28529.65059984141,28500.193591,13.43841644225,16.018592399162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28529.65059984141
2010,california,tulare,332208.776,289937.0,40696.25,1575.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93332.0,292538.776
2010,california,ventura,1069943.32567,801182.953607,268243.519075,516.852988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18844.1,670403.9202950001
