County,Temperature,Altimeter,Year,Month,Day,State,State Code,County Code,AQI,Category,Defining Parameter,Site Num,Total Emissions,CO2,Methane,Nitrous Oxide,HFC,PFC,SF6,NF3,Other Fluorane,HFE,Short Lived Compounds,Other GHG,Biogenic CO2,Stationary Combustion,Income,Region,Population,pp_consumed_MMBtu,pp_net_gen_MWh,AQI_PM2.5_88101,AQI_PM2.5_88502,AQI_PM2.5,AQI_PM10,AQI_CO,AQI_NO2,AQI_Ozone,AQI_SO2
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,11.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,11.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,11.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,48.0,41.0,48.0,11.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,11.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,11.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,8.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,11.0,1.0,4.0,25.0,1.0
jefferson,8.33,102404.34,2016,1,1,alabama,1.0,73.0,51.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,37.0,41.0,41.0,11.0,1.0,4.0,25.0,1.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,30.0,26.0,30.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,30.0,26.0,30.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,30.0,26.0,30.0,13.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,30.0,26.0,30.0,12.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,32.0,26.0,32.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,32.0,26.0,32.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,32.0,26.0,32.0,13.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,32.0,26.0,32.0,12.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,13.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,12.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,10.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,13.0,3.0,29.0,18.0,3.0
jefferson,7.78,102539.8,2016,1,7,alabama,1.0,73.0,41.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,33.0,26.0,33.0,12.0,3.0,29.0,18.0,3.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,6.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,6.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,7.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,6.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,6.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,7.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,6.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,6.0,2.0,8.0,28.0,1.0
jefferson,11.665,100592.625,2016,1,16,alabama,1.0,73.0,28.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,10905220.0,1040717.225,24.0,19.0,24.0,7.0,2.0,8.0,28.0,1.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,30.0,25.0,30.0,13.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,30.0,25.0,30.0,13.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,30.0,25.0,30.0,15.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,34.0,25.0,34.0,13.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,34.0,25.0,34.0,13.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,34.0,25.0,34.0,15.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,34.0,25.0,34.0,13.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,34.0,25.0,34.0,13.0,6.0,37.0,39.0,6.0
jefferson,7.78,102472.07,2016,2,27,alabama,1.0,73.0,39.0,Good,Ozone,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,9789792.0,914060.36,34.0,25.0,34.0,15.0,6.0,37.0,39.0,6.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,45.0,32.0,45.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,45.0,32.0,45.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,45.0,32.0,45.0,18.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,45.0,32.0,45.0,17.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,38.0,32.0,38.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,38.0,32.0,38.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,38.0,32.0,38.0,18.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,38.0,32.0,38.0,17.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,18.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,17.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,14.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,18.0,6.0,29.0,34.0,3.0
jefferson,17.78,101727.07,2016,3,1,alabama,1.0,73.0,46.0,Good,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,40.0,32.0,40.0,17.0,6.0,29.0,34.0,3.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,45.0,40.0,45.0,19.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,45.0,40.0,45.0,19.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,45.0,40.0,45.0,24.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,52.0,40.0,52.0,19.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,52.0,40.0,52.0,19.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,52.0,40.0,52.0,24.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,52.0,40.0,52.0,19.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,52.0,40.0,52.0,19.0,5.0,37.0,45.0,9.0
jefferson,26.11,100812.74,2016,3,16,alabama,1.0,73.0,57.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,52.0,40.0,52.0,24.0,5.0,37.0,45.0,9.0
jefferson,17.22,101219.11,2016,3,19,alabama,1.0,73.0,56.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,46.0,41.0,46.0,11.0,2.0,13.0,42.0,0.0
jefferson,17.22,101219.11,2016,3,19,alabama,1.0,73.0,56.0,Moderate,PM2.5,23.0,22434677.182,20974477.9,1360009.0,100190.28199999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,781857.188,49386.0,3.0,659747.0,12297417.0,1226929.9519999998,46.0,41.0,46.0,11.0,2.0,13.0,42.0,0.0
